abet	Card 1	1343749222	Verbal Advantage 
abject	Card 1	1343749405	Verbal Advantage 
abjurate	Card 1	1343749668	Verbal Advantage 
ablutophobia	Card 1	1343749840	Verbal Advantage 
abrogate	Card 1	1343749423	Verbal Advantage 
abstemious	Card 1	1343749586	Verbal Advantage 
abstruse	Card 1	1343749488	Verbal Advantage 
accede	Card 1	1343749373	Verbal Advantage 
accede	Card 1	1343749624	Verbal Advantage 
accolade	Card 1	1343749429	Verbal Advantage 
acerbic	Card 1	1343749677	Verbal Advantage 
acme	Card 1	1343749219	Verbal Advantage 
acquiesce	Card 1	1343749371	Verbal Advantage 
acrimonious	Card 1	1343749671	Verbal Advantage 
Adamant	Card 1	1343749166	Verbal Advantage 
addlepated	Card 1	1343749676	Verbal Advantage 
adduce	Card 1	1343749709	Verbal Advantage 
adept	Card 1	1343749161	Verbal Advantage 
admonish	Card 1	1343749499	Verbal Advantage 
adroit	Card 1	1343749319	Verbal Advantage 
adventitious	Card 1	1343749787	Verbal Advantage 
advocate	Card 1	1343749199	Verbal Advantage 
aeronausiphobia	Card 1	1343749837	Verbal Advantage 
affinity	Card 1	1343749401	Verbal Advantage 
affluent	Card 1	1343749576	Verbal Advantage 
agoraphobia	Card 1	1343749833	Verbal Advantage 
alacrity	Card 1	1343749661	Verbal Advantage 
aleatory	Card 1	1343749813	Verbal Advantage 
allegation	Card 1	1343749211	Verbal Advantage 
allocate	Card 1	1343749250	Verbal Advantage 
allodoxaphobia	Card 1	1343749842	Verbal Advantage 
aloof	Card 1	1343749171	Verbal Advantage 
altruism	Card 1	1343749426	Verbal Advantage 
ambiguous	Card 1	1343749229	Verbal Advantage 
ambivalent	Card 1	1343749377	Verbal Advantage 
ambulatory	Card 1	1343749452	Verbal Advantage 
ameliorate	Card 1	1343749287	Verbal Advantage 
animosity	Card 1	1343749216	Verbal Advantage 
anomalous	Card 1	1343749581	Verbal Advantage 
antediluvian	Card 1	1343749623	Verbal Advantage 
apocryphal	Card 1	1343749748	Verbal Advantage 
apodictic	Card 1	1343749858	Verbal Advantage 
